Date,Open,High,Low,Close,Adj Close,Volume
2016-06-03,9100.000000,9125.000000,9025.000000,9025.000000,8725.065430,4217200
2016-06-06,9050.000000,9225.000000,9025.000000,9225.000000,8918.418945,6107700
2016-06-07,9275.000000,9325.000000,9200.000000,9325.000000,9015.094727,8743600
2016-06-08,9350.000000,9350.000000,9150.000000,9225.000000,8918.418945,5086900
2016-06-09,9300.000000,9325.000000,9000.000000,9000.000000,8700.896484,6907100
2016-06-10,9000.000000,9075.000000,8875.000000,8875.000000,8580.050781,4684300
2016-06-13,8850.000000,8975.000000,8800.000000,8850.000000,8555.880859,6068800
2016-06-14,8800.000000,8900.000000,8725.000000,8800.000000,8507.542969,4157400
2016-06-15,8700.000000,8900.000000,8700.000000,8900.000000,8604.219727,3866900
2016-06-16,8900.000000,8925.000000,8775.000000,8800.000000,8507.542969,4949800
2016-06-17,8825.000000,9050.000000,8825.000000,9050.000000,8749.234375,8398400
2016-06-20,9075.000000,9125.000000,9000.000000,9125.000000,8821.742188,4928900
2016-06-21,9175.000000,9175.000000,9025.000000,9050.000000,8749.234375,4517300
2016-06-22,9000.000000,9025.000000,8925.000000,8975.000000,8676.726563,4579400
2016-06-23,9000.000000,9000.000000,8925.000000,8975.000000,8676.726563,4109000
2016-06-24,9000.000000,9025.000000,8750.000000,8850.000000,8555.880859,6134700
2016-06-27,8750.000000,8850.000000,8725.000000,8800.000000,8507.542969,6356800
2016-06-28,8750.000000,8925.000000,8725.000000,8825.000000,8531.711914,8151000
2016-06-29,8875.000000,9175.000000,8875.000000,9175.000000,8870.080078,11854200
2016-06-30,9225.000000,9350.000000,9150.000000,9350.000000,9039.264648,11527700
2016-07-01,9275.000000,9400.000000,9200.000000,9250.000000,8942.587891,6259300
2016-07-11,9250.000000,9675.000000,9250.000000,9675.000000,9353.462891,12587300
2016-07-12,9725.000000,9850.000000,9600.000000,9825.000000,9498.478516,10268700
2016-07-13,9525.000000,9850.000000,9525.000000,9525.000000,9208.448242,12633600
2016-07-14,9525.000000,9525.000000,9250.000000,9275.000000,8966.756836,12688900
2016-07-15,9275.000000,9300.000000,9025.000000,9050.000000,8749.234375,22723300
2016-07-18,9050.000000,9075.000000,8950.000000,8975.000000,8676.726563,38194500
2016-07-19,9050.000000,9550.000000,9050.000000,9525.000000,9208.448242,74130700
2016-07-20,9575.000000,9650.000000,9400.000000,9500.000000,9184.279297,29152100
2016-07-21,9550.000000,9575.000000,9350.000000,9425.000000,9111.771484,10960300
2016-07-22,9375.000000,9400.000000,9225.000000,9300.000000,8990.925781,9598800
2016-07-25,9350.000000,9450.000000,9275.000000,9400.000000,9087.602539,11918500
2016-07-26,9450.000000,9525.000000,9325.000000,9500.000000,9184.279297,18066900
2016-07-27,9575.000000,9825.000000,9575.000000,9700.000000,9377.632813,46393000
2016-07-28,9725.000000,9800.000000,9675.000000,9675.000000,9353.462891,13763400
2016-07-29,9800.000000,9800.000000,9375.000000,9375.000000,9063.433594,11657700
2016-08-01,9500.000000,10175.000000,9400.000000,10000.000000,9667.662109,39930300
2016-08-02,10000.000000,10125.000000,9900.000000,9900.000000,9570.985352,17516300
2016-08-03,9850.000000,10375.000000,9800.000000,10175.000000,9836.846680,50625200
2016-08-04,10125.000000,10250.000000,10075.000000,10125.000000,9788.507813,15692200
2016-08-05,10200.000000,10400.000000,10150.000000,10350.000000,10006.030273,10511500
2016-08-08,10350.000000,10850.000000,10350.000000,10775.000000,10416.906250,20871200
2016-08-09,10850.000000,11750.000000,10825.000000,11600.000000,11214.488281,29547400
2016-08-10,11650.000000,11875.000000,11250.000000,11400.000000,11021.134766,15216600
2016-08-11,11200.000000,11200.000000,10950.000000,11075.000000,10706.936523,18185800
2016-08-12,11125.000000,11275.000000,10900.000000,11000.000000,10634.428711,7987200
2016-08-15,10750.000000,10900.000000,10625.000000,10900.000000,10537.751953,7176500
2016-08-16,11025.000000,11150.000000,10850.000000,11050.000000,10682.766602,7149700
2016-08-18,11050.000000,11225.000000,10875.000000,11225.000000,10851.951172,8920900
2016-08-19,11150.000000,11275.000000,11100.000000,11100.000000,10731.105469,9013200
2016-08-22,11250.000000,11250.000000,11100.000000,11150.000000,10779.443359,3939000
2016-08-23,11000.000000,11025.000000,10600.000000,10775.000000,10416.906250,8670400
2016-08-24,10750.000000,10750.000000,10375.000000,10400.000000,10054.369141,11778900
2016-08-25,10475.000000,10575.000000,10375.000000,10425.000000,10078.538086,12593600
2016-08-26,10425.000000,10525.000000,10400.000000,10500.000000,10151.045898,10826500
2016-08-29,10500.000000,10500.000000,10325.000000,10400.000000,10054.369141,4753300
2016-08-30,10350.000000,10450.000000,10050.000000,10100.000000,9764.338867,14724600
2016-08-31,10100.000000,10175.000000,9900.000000,9900.000000,9570.985352,21146900
2016-09-01,9950.000000,9975.000000,9800.000000,9800.000000,9474.309570,16534400
2016-09-02,9850.000000,10075.000000,9825.000000,10000.000000,9667.662109,8530500
2016-09-05,10125.000000,10250.000000,10100.000000,10150.000000,9812.677734,8489700
2016-09-06,10175.000000,10225.000000,10075.000000,10200.000000,9861.015625,4773300
2016-09-07,10100.000000,10175.000000,9925.000000,10050.000000,9716.000977,8780000
2016-09-08,10100.000000,10150.000000,10000.000000,10050.000000,9716.000977,6837500
2016-09-09,9950.000000,10125.000000,9950.000000,10050.000000,9716.000977,7357900
2016-09-13,10050.000000,10050.000000,9825.000000,9850.000000,9522.647461,6872700
2016-09-14,9800.000000,9825.000000,9625.000000,9700.000000,9377.632813,6218300
2016-09-15,9625.000000,9950.000000,9625.000000,9950.000000,9619.324219,12984200
2016-09-16,10050.000000,10125.000000,9875.000000,9900.000000,9570.985352,13770500
2016-09-19,9900.000000,10150.000000,9900.000000,10125.000000,9788.507813,9173300
2016-09-20,10150.000000,10175.000000,9925.000000,10000.000000,9667.662109,13265400
2016-09-21,9950.000000,9975.000000,9725.000000,9825.000000,9498.478516,13062800
2016-09-22,9950.000000,10150.000000,9925.000000,10100.000000,9764.338867,14700300
2016-09-23,10400.000000,10400.000000,10150.000000,10400.000000,10054.369141,17022800
2016-09-26,10400.000000,10425.000000,10250.000000,10400.000000,10054.369141,7934000
2016-09-27,10400.000000,10450.000000,10150.000000,10450.000000,10102.707031,9477000
2016-09-28,10350.000000,10500.000000,10275.000000,10500.000000,10151.045898,4411900
2016-09-29,10550.000000,10675.000000,10450.000000,10575.000000,10223.552734,10080800
2016-09-30,10500.000000,10700.000000,10100.000000,10100.000000,9764.338867,17968300
2016-10-03,10250.000000,10475.000000,10250.000000,10400.000000,10054.369141,8311500
2016-10-04,10475.000000,10750.000000,10400.000000,10675.000000,10320.229492,15095900
2016-10-05,10650.000000,10650.000000,10425.000000,10500.000000,10151.045898,5900700
2016-10-06,10500.000000,10625.000000,10325.000000,10450.000000,10102.707031,3938200
2016-10-07,10325.000000,10400.000000,10275.000000,10400.000000,10054.369141,2725200
2016-10-10,10475.000000,10475.000000,10275.000000,10300.000000,9957.692383,1781300
2016-10-11,10350.000000,10375.000000,9650.000000,10000.000000,9667.662109,29421900
2016-10-12,9975.000000,10075.000000,9825.000000,10050.000000,9716.000977,5307900
2016-10-13,10100.000000,10150.000000,9900.000000,10075.000000,9740.169922,3611500
2016-10-14,10025.000000,10075.000000,9925.000000,10075.000000,9740.169922,4113800
2016-10-17,10000.000000,10025.000000,9850.000000,9900.000000,9570.985352,5172700
2016-10-18,10000.000000,10050.000000,9950.000000,10050.000000,9716.000977,5410800
2016-10-19,9975.000000,10050.000000,9975.000000,9975.000000,9643.493164,2453900
2016-10-20,10050.000000,10050.000000,9850.000000,9900.000000,9570.985352,5413400
2016-10-21,9900.000000,10000.000000,9875.000000,10000.000000,9667.662109,2261600
2016-10-24,10025.000000,10100.000000,9925.000000,9975.000000,9643.493164,3903200
2016-10-25,10050.000000,10200.000000,10050.000000,10150.000000,9812.677734,6888100
2016-10-26,10150.000000,10150.000000,10025.000000,10075.000000,9740.169922,4504400
2016-10-27,10075.000000,10150.000000,10025.000000,10075.000000,9740.169922,3018700
2016-10-28,10150.000000,10150.000000,9900.000000,9975.000000,9643.493164,3499400
2016-10-31,9925.000000,9950.000000,9800.000000,9850.000000,9522.647461,4631000
2016-11-01,9850.000000,9900.000000,9500.000000,9500.000000,9184.279297,11027900
2016-11-02,9400.000000,9625.000000,9350.000000,9450.000000,9135.941406,5065300
2016-11-03,9450.000000,9550.000000,9275.000000,9275.000000,8966.756836,4612000
2016-11-04,9275.000000,9350.000000,9200.000000,9275.000000,8966.756836,3863600
2016-11-07,9300.000000,9400.000000,9225.000000,9300.000000,8990.925781,4425000
2016-11-08,9325.000000,9425.000000,9300.000000,9400.000000,9087.602539,7307100
2016-11-09,9425.000000,9450.000000,9050.000000,9225.000000,8918.418945,6331600
2016-11-10,9375.000000,9400.000000,9250.000000,9275.000000,8966.756836,4383400
2016-11-11,9000.000000,9025.000000,8775.000000,8850.000000,8555.880859,6650300
2016-11-14,8750.000000,8750.000000,8400.000000,8425.000000,8145.005371,12015400
2016-11-15,8425.000000,8500.000000,8150.000000,8200.000000,7927.482910,12271900
2016-11-16,8275.000000,8550.000000,8225.000000,8450.000000,8169.174805,11896400
2016-11-17,8400.000000,8500.000000,8275.000000,8350.000000,8072.498047,4894700
2016-11-18,8425.000000,8425.000000,8275.000000,8425.000000,8145.005371,4944300
2016-11-21,8300.000000,8475.000000,8300.000000,8475.000000,8193.343750,3815700
2016-11-22,8475.000000,8475.000000,8375.000000,8425.000000,8145.005371,2913300
2016-11-23,8425.000000,8475.000000,8325.000000,8400.000000,8120.836426,4446500
2016-11-24,8325.000000,8375.000000,8050.000000,8050.000000,7782.468262,5723900
2016-11-25,8125.000000,8300.000000,8100.000000,8200.000000,7927.482910,4862300
2016-11-28,8300.000000,8900.000000,8225.000000,8675.000000,8386.697266,9135600
2016-11-29,8675.000000,9125.000000,8675.000000,8700.000000,8410.866211,10248400
2016-11-30,8850.000000,9175.000000,8700.000000,8875.000000,8580.050781,11275500
2016-12-01,8875.000000,9275.000000,8875.000000,9250.000000,8942.587891,9298100
2016-12-02,9250.000000,9300.000000,9075.000000,9250.000000,8942.587891,4358500
2016-12-05,9200.000000,9325.000000,9125.000000,9225.000000,8918.418945,4455500
2016-12-06,9300.000000,9300.000000,9175.000000,9225.000000,8918.418945,5962100
2016-12-07,9225.000000,9275.000000,9150.000000,9250.000000,8942.587891,4980300
2016-12-08,9275.000000,9300.000000,9000.000000,9200.000000,8894.249023,6349200
2016-12-09,9200.000000,9300.000000,9100.000000,9300.000000,8990.925781,4113300
2016-12-13,9300.000000,9300.000000,9150.000000,9300.000000,8990.925781,4420500
2016-12-14,9300.000000,9350.000000,9200.000000,9300.000000,8990.925781,4548300
2016-12-15,9150.000000,9200.000000,8950.000000,8975.000000,8676.726563,9759600
2016-12-16,9000.000000,9250.000000,9000.000000,9175.000000,8870.080078,9468800
2016-12-19,9250.000000,9300.000000,9075.000000,9100.000000,8797.573242,5839800
2016-12-20,9000.000000,9150.000000,8925.000000,8925.000000,8628.388672,3793100
2016-12-21,9100.000000,9200.000000,9000.000000,9125.000000,8821.742188,4688500
2016-12-22,9225.000000,9225.000000,8925.000000,8925.000000,8628.388672,3900900
2016-12-23,9025.000000,9125.000000,8925.000000,9050.000000,8749.234375,4965500
2016-12-27,9050.000000,9100.000000,9000.000000,9075.000000,8773.403320,1324800
2016-12-28,9075.000000,9400.000000,9075.000000,9325.000000,9015.094727,6020500
2016-12-29,9325.000000,9475.000000,9325.000000,9400.000000,9087.602539,4525400
2016-12-30,9375.000000,9500.000000,9175.000000,9175.000000,8870.080078,5373900
2017-01-02,9175.000000,9175.000000,9175.000000,9175.000000,8870.080078,0
2017-01-03,9175.000000,9200.000000,9050.000000,9100.000000,8797.573242,955300
2017-01-04,9125.000000,9450.000000,9125.000000,9450.000000,9135.941406,4682600
2017-01-05,9450.000000,9500.000000,9350.000000,9500.000000,9184.279297,3887700
2017-01-06,9500.000000,9500.000000,9325.000000,9400.000000,9087.602539,1418900
2017-01-09,9400.000000,9425.000000,9125.000000,9125.000000,8821.742188,3030900
2017-01-10,9125.000000,9175.000000,9050.000000,9125.000000,8821.742188,1893200
2017-01-11,9050.000000,9100.000000,8850.000000,8850.000000,8555.880859,8684100
2017-01-12,8850.000000,8975.000000,8675.000000,8700.000000,8410.866211,8310200
2017-01-13,8725.000000,8825.000000,8725.000000,8775.000000,8483.374023,3022100
2017-01-16,8800.000000,8850.000000,8700.000000,8700.000000,8410.866211,3475200
2017-01-17,8650.000000,8750.000000,8625.000000,8625.000000,8338.358398,2696000
2017-01-18,8600.000000,8775.000000,8575.000000,8750.000000,8459.204102,3817000
2017-01-19,8750.000000,8825.000000,8650.000000,8725.000000,8435.035156,2630700
2017-01-20,8675.000000,8700.000000,8625.000000,8625.000000,8338.358398,3653700
2017-01-23,8700.000000,8725.000000,8600.000000,8600.000000,8314.189453,2721900
2017-01-24,8700.000000,8750.000000,8600.000000,8700.000000,8410.866211,3039500
2017-01-25,9050.000000,9050.000000,8750.000000,9025.000000,8725.065430,7299900
2017-01-26,9100.000000,9225.000000,9000.000000,9200.000000,8894.249023,13207400
2017-01-27,9125.000000,9275.000000,9125.000000,9225.000000,8918.418945,7711800
2017-01-30,9300.000000,9350.000000,9100.000000,9100.000000,8797.573242,3845500
2017-01-31,9025.000000,9200.000000,9025.000000,9025.000000,8725.065430,2641700
2017-02-01,9125.000000,9200.000000,9025.000000,9025.000000,8725.065430,4000500
2017-02-02,9025.000000,9300.000000,9025.000000,9300.000000,8990.925781,9230300
2017-02-03,9300.000000,9300.000000,9100.000000,9200.000000,8894.249023,4562100
2017-02-06,9200.000000,9325.000000,9150.000000,9275.000000,8966.756836,4044000
2017-02-07,9250.000000,9325.000000,9150.000000,9150.000000,8845.911133,3692800
2017-02-08,9150.000000,9450.000000,9150.000000,9250.000000,8942.587891,8964600
2017-02-09,9300.000000,9625.000000,9300.000000,9625.000000,9305.125000,8893300
2017-02-10,9700.000000,9775.000000,9575.000000,9750.000000,9425.970703,6688100
2017-02-13,9800.000000,9875.000000,9750.000000,9825.000000,9498.478516,3776900
2017-02-14,9725.000000,9725.000000,9300.000000,9350.000000,9039.264648,6749900
2017-02-15,9350.000000,9350.000000,9350.000000,9350.000000,9039.264648,0
2017-02-16,9400.000000,9575.000000,9300.000000,9500.000000,9184.279297,6909100
2017-02-17,9475.000000,9550.000000,9275.000000,9275.000000,8966.756836,5491400
2017-02-20,9300.000000,9325.000000,9075.000000,9200.000000,8894.249023,4707100
2017-02-21,9200.000000,9300.000000,9075.000000,9150.000000,8845.911133,2750900
2017-02-22,9200.000000,9250.000000,9100.000000,9225.000000,8918.418945,1973800
2017-02-23,9200.000000,9350.000000,9175.000000,9250.000000,8942.587891,2504500
2017-02-24,9300.000000,9575.000000,9300.000000,9575.000000,9256.787109,6044900
2017-02-27,9575.000000,9675.000000,9525.000000,9525.000000,9208.448242,1482100
2017-02-28,9600.000000,9650.000000,9525.000000,9625.000000,9305.125000,4608200
2017-03-01,9625.000000,9625.000000,9400.000000,9400.000000,9087.602539,4612200
2017-03-02,9500.000000,9550.000000,9400.000000,9425.000000,9111.771484,2896300
2017-03-03,9425.000000,9500.000000,9375.000000,9425.000000,9111.771484,2791600
2017-03-06,9375.000000,9500.000000,9375.000000,9500.000000,9184.279297,2386600
2017-03-07,9500.000000,9500.000000,9275.000000,9350.000000,9039.264648,2422800
2017-03-08,9475.000000,9475.000000,9275.000000,9325.000000,9015.094727,1348800
2017-03-09,9250.000000,9325.000000,9125.000000,9250.000000,8942.587891,1730000
2017-03-10,9350.000000,9425.000000,9200.000000,9425.000000,9111.771484,1169800
2017-03-13,9300.000000,9425.000000,9300.000000,9400.000000,9087.602539,1578900
2017-03-14,9400.000000,9400.000000,9200.000000,9200.000000,8894.249023,2571500
2017-03-15,9175.000000,9225.000000,9050.000000,9050.000000,8749.234375,3811300
2017-03-16,9075.000000,9225.000000,9075.000000,9175.000000,8870.080078,5300300
2017-03-17,9275.000000,9325.000000,9175.000000,9225.000000,8918.418945,12766500
2017-03-20,9300.000000,9350.000000,9225.000000,9350.000000,9039.264648,4628600
2017-03-21,9350.000000,9350.000000,9100.000000,9150.000000,8845.911133,6565900
2017-03-22,9100.000000,9225.000000,9075.000000,9225.000000,8918.418945,7623000
2017-03-23,9150.000000,9150.000000,9050.000000,9075.000000,8773.403320,4669600
2017-03-24,9100.000000,9150.000000,8950.000000,8950.000000,8652.557617,5045000
2017-03-27,8775.000000,9075.000000,8750.000000,8775.000000,8483.374023,7665700
2017-03-29,8775.000000,9075.000000,8775.000000,9075.000000,8773.403320,6331500
2017-03-30,8850.000000,9150.000000,8800.000000,8850.000000,8555.880859,7633900
2017-03-31,8900.000000,9000.000000,8875.000000,9000.000000,8700.896484,5903100
2017-04-03,9050.000000,9150.000000,8975.000000,9050.000000,8749.234375,4482100
2017-04-04,9000.000000,9125.000000,9000.000000,9125.000000,8821.742188,4592400
2017-04-05,9125.000000,9200.000000,9100.000000,9125.000000,8821.742188,7548600
2017-04-06,9175.000000,9225.000000,9125.000000,9150.000000,8845.911133,5799900
2017-04-07,9175.000000,9200.000000,9150.000000,9175.000000,8870.080078,6615800
2017-04-10,8975.000000,9000.000000,8925.000000,8975.000000,8975.000000,5064300
2017-04-11,8925.000000,8975.000000,8775.000000,8800.000000,8800.000000,4036700
2017-04-12,8850.000000,8975.000000,8825.000000,8975.000000,8975.000000,6419800
2017-04-13,8950.000000,8950.000000,8875.000000,8875.000000,8875.000000,2061300
2017-04-17,8875.000000,8900.000000,8775.000000,8800.000000,8800.000000,2883000
2017-04-18,8800.000000,8850.000000,8700.000000,8750.000000,8750.000000,6144700
2017-04-19,8750.000000,8750.000000,8750.000000,8750.000000,8750.000000,0
2017-04-20,8700.000000,8750.000000,8650.000000,8675.000000,8675.000000,10498700
